District,Month_Number,Month_Name,Crop_Name,Reason_1,Reason_2,Reason_3,Reason_4,Reason_5
Kegalle,9,September,Cinnamon,Favorable day-night temperature variation enhances crop yield,Soil moisture retention levels are ideal during this specific month,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,"Harvesting aligns with local market demand peaks, ensuring better profit",Timing aligns with traditional Maha/Yala seasonal planting schedules
Kegalle,9,September,Turmeric,Historical data shows reduced pest prevalence during this time of year,Optimal soil temperature range for rapid seed germination,Soil moisture retention levels are ideal during this specific month,"Harvesting aligns with local market demand peaks, ensuring better profit",Seasonal rainfall pattern aligns perfectly with the vegetative growth stage
Kegalle,10,October,Cinnamon,Favorable day-night temperature variation enhances crop yield,Sufficient daily sunlight hours promote maximum photosynthesis,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Timing aligns with traditional Maha/Yala seasonal planting schedules,Favorable soil aeration conditions support deep root development
Kegalle,10,October,Turmeric,Lower relative humidity reduces the risk of fungal leaf diseases,Sufficient daily sunlight hours promote maximum photosynthesis,"Harvesting aligns with local market demand peaks, ensuring better profit",Timing aligns with traditional Maha/Yala seasonal planting schedules,Optimal soil temperature range for rapid seed germination
Kegalle,10,October,Mukunuwenna,Timing aligns with traditional Maha/Yala seasonal planting schedules,Optimal soil temperature range for rapid seed germination,"Harvesting aligns with local market demand peaks, ensuring better profit",Soil moisture retention levels are ideal during this specific month,Favorable soil aeration conditions support deep root development
Kegalle,10,October,Banana,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Lower relative humidity reduces the risk of fungal leaf diseases,Historical data shows reduced pest prevalence during this time of year,Favorable day-night temperature variation enhances crop yield,Optimal soil temperature range for rapid seed germination
Kegalle,10,October,Rambutan,Historical data shows reduced pest prevalence during this time of year,Favorable day-night temperature variation enhances crop yield,Favorable soil aeration conditions support deep root development,Lower relative humidity reduces the risk of fungal leaf diseases,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage
Kegalle,10,October,Cassava,Sufficient daily sunlight hours promote maximum photosynthesis,Historical data shows reduced pest prevalence during this time of year,Favorable day-night temperature variation enhances crop yield,Timing aligns with traditional Maha/Yala seasonal planting schedules,Optimal soil temperature range for rapid seed germination
Kegalle,10,October,Gotukola,Favorable day-night temperature variation enhances crop yield,Historical data shows reduced pest prevalence during this time of year,Soil moisture retention levels are ideal during this specific month,Favorable soil aeration conditions support deep root development,Optimal soil temperature range for rapid seed germination
Kegalle,10,October,Pineapple,"Harvesting aligns with local market demand peaks, ensuring better profit",Sufficient daily sunlight hours promote maximum photosynthesis,Optimal soil temperature range for rapid seed germination,Timing aligns with traditional Maha/Yala seasonal planting schedules,Favorable soil aeration conditions support deep root development
Kegalle,11,November,Cinnamon,Sufficient daily sunlight hours promote maximum photosynthesis,Historical data shows reduced pest prevalence during this time of year,Favorable soil aeration conditions support deep root development,Optimal soil temperature range for rapid seed germination,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage
Kegalle,11,November,Mukunuwenna,Soil moisture retention levels are ideal during this specific month,Lower relative humidity reduces the risk of fungal leaf diseases,Historical data shows reduced pest prevalence during this time of year,Optimal soil temperature range for rapid seed germination,"Harvesting aligns with local market demand peaks, ensuring better profit"
Kegalle,11,November,Black Pepper,"Harvesting aligns with local market demand peaks, ensuring better profit",Timing aligns with traditional Maha/Yala seasonal planting schedules,Sufficient daily sunlight hours promote maximum photosynthesis,Soil moisture retention levels are ideal during this specific month,Historical data shows reduced pest prevalence during this time of year
Kegalle,11,November,Turmeric,Favorable day-night temperature variation enhances crop yield,Historical data shows reduced pest prevalence during this time of year,Optimal soil temperature range for rapid seed germination,Soil moisture retention levels are ideal during this specific month,Timing aligns with traditional Maha/Yala seasonal planting schedules
Kegalle,11,November,Banana,Favorable day-night temperature variation enhances crop yield,Sufficient daily sunlight hours promote maximum photosynthesis,Timing aligns with traditional Maha/Yala seasonal planting schedules,Optimal soil temperature range for rapid seed germination,"Harvesting aligns with local market demand peaks, ensuring better profit"
Kegalle,11,November,Pineapple,Sufficient daily sunlight hours promote maximum photosynthesis,Lower relative humidity reduces the risk of fungal leaf diseases,Favorable soil aeration conditions support deep root development,Favorable day-night temperature variation enhances crop yield,Historical data shows reduced pest prevalence during this time of year
Kegalle,11,November,Rambutan,"Harvesting aligns with local market demand peaks, ensuring better profit",Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Favorable day-night temperature variation enhances crop yield,Timing aligns with traditional Maha/Yala seasonal planting schedules,Historical data shows reduced pest prevalence during this time of year
Kegalle,11,November,Gotukola,"Harvesting aligns with local market demand peaks, ensuring better profit",Historical data shows reduced pest prevalence during this time of year,Soil moisture retention levels are ideal during this specific month,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Sufficient daily sunlight hours promote maximum photosynthesis
Kegalle,12,December,Mukunuwenna,"Harvesting aligns with local market demand peaks, ensuring better profit",Favorable soil aeration conditions support deep root development,Seasonal rainfall pattern aligns perfectly with the vegetative growth stage,Sufficient daily sunlight hours promote maximum photosynthesis,Lower relative humidity reduces the risk of fungal leaf diseases
